id,carat,cut,color,clarity,depth,table,x,y,z,price
343,1.0,Premium,G,VS2,60.6,59.0,6.42,6.36,3.87,8.772
344,1.0,Premium,F,SI1,62.7,59.0,6.36,6.4,4.0,8.556
345,0.3,Ideal,E,VVS2,61.4,55.0,4.34,4.36,2.67,6.959
346,0.7,Good,E,SI2,56.9,61.0,5.85,5.9,3.34,7.492
347,1.5,Ideal,I,SI1,62.3,56.0,7.35,7.41,4.6,9.033
348,0.31,Premium,E,VVS1,61.5,58.0,4.35,4.37,2.68,6.829
349,0.33,Ideal,G,VS1,62.1,55.0,4.43,4.46,2.76,6.501
350,0.31,Ideal,J,VS2,62.1,53.6,4.36,4.39,2.72,5.991
351,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,6.555
352,0.4,Ideal,E,SI1,62.7,57.0,4.69,4.72,2.95,6.603
353,0.9,Good,F,SI2,63.1,57.0,6.11,6.18,3.88,8.092
354,0.4,Good,E,SI1,63.7,56.0,4.69,4.66,2.98,6.782
355,0.9,Very Good,D,SI2,62.2,57.0,6.11,6.15,3.81,8.288
356,0.31,Ideal,G,VS2,62.4,54.0,4.36,4.39,2.73,6.299
357,0.33,Ideal,H,VS1,61.8,56.0,4.41,4.46,2.74,6.361
358,0.24,Very Good,E,VVS2,60.0,57.0,4.07,4.1,2.45,6.314
359,1.2,Very Good,J,SI2,59.6,62.0,6.9,6.95,4.13,8.264
360,1.0,Premium,D,SI2,59.4,60.0,6.56,6.48,3.87,8.439
361,1.2,Good,H,VS2,63.3,59.0,6.74,6.78,4.28,8.811
362,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,7.99
363,0.3,Ideal,F,VVS2,61.9,54.1,4.31,4.33,2.67,6.59
364,1.21,Ideal,J,VS2,62.6,54.2,6.79,6.81,4.26,8.571
365,0.3,Ideal,F,VS2,62.0,55.0,4.33,4.31,2.68,6.654
366,0.63,Good,I,VS2,56.1,65.0,5.73,5.78,3.23,7.272
367,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,7.094
368,0.4,Very Good,J,VVS1,61.2,55.0,4.75,4.8,2.92,6.649
369,0.47,Good,E,VS1,65.4,56.0,4.85,4.9,3.19,7.165
370,2.51,Ideal,H,SI2,62.0,57.0,8.72,8.67,5.39,9.75
371,1.0,Premium,I,SI2,58.2,60.0,6.61,6.55,3.83,7.936
372,0.28,Ideal,E,VVS2,62.1,56.0,4.19,4.21,2.61,6.471
373,0.3,Very Good,G,VS1,62.9,55.0,4.25,4.27,2.68,6.43
374,0.23,Ideal,E,VVS2,62.5,57.0,3.92,3.99,2.47,6.273
375,0.31,Good,H,VS2,63.2,58.0,4.31,4.33,2.73,6.192
376,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,6.787
377,2.01,Very Good,I,VS2,59.6,62.0,8.17,8.25,4.89,9.675
378,0.38,Premium,H,VS2,60.9,60.0,4.62,4.67,2.83,6.551
379,1.59,Very Good,E,SI2,61.1,57.0,7.48,7.54,4.59,9.104
380,0.56,Ideal,D,SI1,61.4,57.0,5.34,5.31,3.27,7.503
381,1.74,Ideal,E,SI1,62.2,56.0,7.67,7.72,4.79,9.671
382,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,8.197
383,1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,9.344
384,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,7.749
385,1.01,Ideal,G,VS2,61.5,57.0,6.49,6.45,3.98,8.782
386,0.23,Very Good,D,VVS1,61.7,59.0,3.94,3.97,2.44,6.184
387,0.33,Ideal,E,VS2,62.4,55.0,4.42,4.4,2.75,6.833
388,0.9,Premium,I,VS2,59.1,59.0,6.28,6.24,3.7,8.127
389,1.07,Premium,D,SI2,62.4,61.0,6.51,6.48,4.05,8.507
390,0.27,Ideal,G,IF,62.0,56.0,4.14,4.17,2.58,6.441
391,0.77,Very Good,D,SI1,59.9,59.0,5.9,5.95,3.55,8.084
392,1.5,Good,F,I1,63.7,59.0,7.29,7.18,4.62,8.259
393,1.5,Good,E,SI1,64.2,55.0,7.22,7.17,4.62,9.463
394,0.33,Premium,E,VS1,61.0,55.0,4.51,4.47,2.74,6.974
395,1.0,Premium,E,SI2,61.4,61.0,6.41,6.36,3.92,8.456
396,1.22,Premium,G,VS2,60.9,57.0,6.94,6.89,4.21,8.996
397,0.34,Ideal,F,VVS2,59.1,57.0,4.66,4.61,2.74,6.976
398,0.51,Premium,D,VVS2,62.4,59.0,5.13,5.06,3.18,7.778
399,0.85,Ideal,E,SI1,60.7,57.0,6.11,6.14,3.72,8.338
400,0.64,Ideal,G,VVS2,61.8,56.0,5.53,5.56,3.43,7.858
401,0.24,Very Good,F,VVS1,59.0,58.0,4.07,4.1,2.41,6.314
402,0.38,Premium,I,VS1,60.1,60.0,4.72,4.66,2.82,6.657
403,1.2,Ideal,G,SI2,62.2,56.0,6.74,6.84,4.22,8.591
404,0.72,Ideal,E,SI1,60.3,55.0,5.85,5.89,3.54,8.01
405,0.4,Ideal,G,IF,61.4,55.0,4.79,4.76,2.93,7.242
406,1.13,Ideal,G,VVS2,61.6,57.0,6.66,6.75,4.13,9.249
407,0.51,Ideal,E,VS2,61.8,57.0,5.14,5.15,3.18,7.412
408,1.01,Good,E,SI2,57.5,63.0,6.56,6.58,3.78,8.336
409,1.51,Very Good,H,SI1,60.6,59.0,7.41,7.45,4.5,9.243
410,1.02,Premium,H,SI2,61.3,57.0,6.51,6.45,3.97,8.22
411,1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,8.415
412,1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,9.831
413,0.91,Very Good,D,SI1,62.0,59.0,6.19,6.16,3.83,8.583
414,0.39,Ideal,G,SI1,61.0,55.0,4.75,4.82,2.92,6.515
415,0.4,Ideal,D,VVS2,61.4,56.0,4.75,4.8,2.93,6.983
416,0.32,Very Good,G,IF,62.9,55.0,4.37,4.4,2.75,6.771
417,0.72,Very Good,D,SI1,61.5,58.0,5.74,5.78,3.54,8.007
418,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,6.198
419,0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22,7.621
420,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2,8.577
421,1.67,Very Good,G,VVS2,61.6,57.0,7.61,7.69,4.71,9.743
422,1.54,Ideal,G,VVS1,61.4,56.0,7.42,7.47,4.57,9.814
423,0.41,Premium,G,VS1,61.7,57.0,4.78,4.75,2.94,6.868
424,1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8.988
425,0.44,Very Good,I,VS1,61.9,57.0,4.86,4.89,3.01,6.701
426,0.52,Ideal,E,VVS2,60.9,56.0,5.21,5.24,3.18,7.705
427,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,9.587
428,0.48,Good,G,VS2,60.3,60.7,5.06,5.11,3.06,7.03
429,0.23,Very Good,F,VS1,61.9,58.0,3.9,4.02,2.45,5.996
430,0.32,Ideal,G,SI1,61.3,57.0,4.4,4.37,2.69,6.417
431,0.32,Ideal,E,VVS1,61.9,55.0,4.38,4.41,2.72,6.861
432,0.3,Premium,G,VS1,61.7,56.0,4.33,4.29,2.66,6.654
433,0.36,Ideal,I,VS1,62.0,54.0,4.58,4.61,2.85,6.375
434,1.01,Fair,E,SI1,64.7,56.0,6.34,6.27,4.08,8.524
435,0.92,Premium,G,SI1,61.5,60.0,6.26,6.19,3.83,8.23
436,0.59,Ideal,G,VVS2,62.6,57.0,5.33,5.37,3.35,7.662
437,0.37,Premium,E,VS2,62.3,59.0,4.59,4.56,2.85,6.948
438,0.55,Ideal,D,VS2,60.6,56.0,5.3,5.36,3.23,7.707
439,0.58,Very Good,F,VS1,61.5,60.0,5.32,5.38,3.29,7.601
440,1.6,Very Good,I,VVS1,59.8,56.0,7.6,7.68,4.57,9.321
441,1.03,Very Good,G,VS2,62.3,57.0,6.43,6.51,4.03,8.705
442,1.1,Premium,I,SI1,62.7,58.0,6.58,6.54,4.11,8.397
443,0.6,Very Good,D,VS1,61.4,59.0,5.41,5.44,3.33,7.796
444,0.33,Ideal,E,VS2,61.9,56.0,4.46,4.43,2.75,6.833
445,0.72,Very Good,E,VS2,63.0,57.0,5.69,5.73,3.6,7.98
446,0.91,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,8.318
447,1.0,Good,F,SI2,64.1,58.0,6.35,6.26,4.04,8.242
448,0.7,Premium,D,VS1,60.6,58.0,5.73,5.75,3.48,8.083
449,0.55,Ideal,H,SI1,61.5,54.0,5.3,5.33,3.27,7.129
450,0.7,Ideal,G,IF,60.2,57.0,5.78,5.84,3.5,8.208
451,1.01,Premium,I,SI1,61.8,58.0,6.45,6.37,3.96,8.312
452,0.3,Very Good,F,VS2,62.8,58.0,4.25,4.28,2.68,6.405
453,0.7,Good,H,VS2,63.8,60.0,5.59,5.51,3.54,7.642
454,1.06,Ideal,I,SI2,61.4,57.0,6.57,6.63,4.05,8.237
455,0.26,Very Good,H,VS1,62.9,54.0,4.06,4.08,2.56,6.064
456,0.92,Very Good,H,VS2,63.1,57.0,6.2,6.17,3.9,8.336
457,0.31,Ideal,G,VS2,61.1,57.0,4.37,4.4,2.68,6.332
458,0.41,Good,J,VS2,64.0,59.0,4.71,4.64,2.99,6.596
459,1.0,Good,G,SI2,59.7,63.0,6.43,6.5,3.86,8.258
460,0.33,Ideal,I,VS1,61.6,57.0,4.46,4.41,2.73,6.504
461,0.3,Ideal,H,IF,61.5,56.0,4.34,4.31,2.66,6.921
462,1.12,Ideal,G,SI2,62.8,54.0,6.7,6.64,4.19,8.333
463,0.3,Ideal,F,VS1,61.9,55.1,4.31,4.34,2.68,6.48
464,0.24,Very Good,F,VVS2,62.1,58.0,3.96,4.03,2.48,6.17
465,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,9.648
466,1.52,Premium,I,SI1,61.9,58.0,7.37,7.42,4.58,9.045
467,0.3,Premium,G,VVS2,62.7,56.0,4.31,4.24,2.68,6.778
468,0.83,Good,E,SI1,63.7,59.0,5.95,5.89,3.77,8.086
469,1.0,Premium,G,SI2,61.8,58.0,6.44,6.4,3.97,8.245
470,1.12,Ideal,F,SI2,61.6,57.0,6.68,6.66,4.11,8.46
471,0.56,Ideal,G,VVS2,62.0,54.0,5.28,5.32,3.29,7.575
472,0.72,Ideal,H,VS2,62.3,52.0,5.76,5.82,3.61,7.843
473,0.71,Ideal,E,VS2,62.1,55.0,5.72,5.75,3.56,8.103
474,0.38,Very Good,D,VVS2,60.0,62.0,4.7,4.73,2.83,7.09
475,1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,9.354
476,0.32,Premium,H,VS2,60.7,60.0,4.39,4.41,2.67,6.225
477,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,6.151
478,0.41,Ideal,E,VS2,62.1,57.0,4.74,4.79,2.96,6.841
479,1.19,Ideal,G,VVS2,60.9,53.0,6.88,6.92,4.2,9.149
480,0.3,Premium,D,SI2,61.2,60.0,4.31,4.28,2.63,6.353
481,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,7.079
482,0.33,Ideal,H,IF,62.0,55.0,4.46,4.48,2.77,6.731
483,1.0,Good,E,SI2,61.5,64.0,6.29,6.22,3.85,8.313
484,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,8.737
485,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,7.653
486,0.3,Ideal,E,VS2,61.4,55.0,4.32,4.34,2.66,6.489
487,1.52,Premium,D,SI2,62.4,59.0,7.36,7.29,4.57,8.826
488,2.0,Good,H,SI1,58.0,58.0,8.21,8.26,4.78,9.767
489,0.38,Ideal,F,VVS2,62.0,55.0,4.66,4.7,2.9,6.87
490,1.15,Very Good,H,VVS2,58.8,58.0,6.87,6.9,4.05,8.824
491,0.23,Very Good,F,VVS2,60.8,59.0,3.97,3.99,2.42,6.157
492,0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,8.385
493,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77,6.611
494,0.51,Very Good,H,SI1,63.4,57.0,5.09,5.06,3.22,7.112
495,0.6,Fair,G,SI1,64.5,56.0,5.27,5.24,3.39,7.174
496,2.01,Very Good,H,SI1,60.6,62.0,8.05,8.08,4.89,9.716
497,1.5,Premium,F,SI1,62.2,58.0,7.34,7.29,4.55,9.395
498,0.43,Premium,G,VS2,61.1,59.0,4.86,4.83,2.96,7.015
499,0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,6.356
500,0.87,Ideal,D,SI2,61.4,54.0,6.15,6.2,3.79,8.297
501,0.39,Good,G,VS2,63.7,53.0,4.67,4.62,2.96,6.848
502,0.5,Very Good,D,SI1,63.4,56.0,5.01,5.06,3.19,7.211
503,1.05,Ideal,F,SI2,60.3,55.0,6.55,6.68,3.99,8.515
504,0.81,Good,F,SI1,64.3,53.0,5.91,5.97,3.81,7.908
505,1.26,Very Good,D,SI1,59.9,59.0,7.02,7.14,4.24,8.96
506,0.42,Premium,H,VVS1,60.9,62.0,4.86,4.8,2.94,6.999
507,0.53,Ideal,D,VS2,61.1,56.0,5.28,5.24,3.21,7.509
508,1.02,Very Good,F,VVS2,59.4,59.0,6.58,6.69,3.94,9.063
509,0.92,Ideal,G,SI2,63.0,57.0,6.16,6.13,3.87,8.215
510,0.32,Ideal,D,VS2,61.1,56.0,4.42,4.45,2.71,6.569
511,0.7,Ideal,I,VVS2,62.4,53.6,5.68,5.72,3.55,7.819
512,0.32,Premium,G,IF,59.9,58.0,4.43,4.42,2.65,6.928
513,0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,6.902
514,0.53,Ideal,E,VVS2,62.5,57.0,5.12,5.18,3.22,7.719
515,1.0,Very Good,G,VVS2,64.9,57.0,6.21,6.28,4.05,8.827
516,0.51,Ideal,I,SI1,61.9,54.0,5.12,5.15,3.18,6.908
517,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1,9.031
518,2.01,Good,I,VS2,63.6,57.0,7.87,7.95,5.03,9.681
519,0.8,Ideal,F,SI2,61.8,56.0,5.97,6.0,3.7,7.849
520,1.12,Premium,D,VS1,62.1,57.0,6.68,6.65,4.14,9.063
521,1.2,Ideal,H,VVS1,60.2,57.0,6.87,6.94,4.15,9.17
522,0.31,Ideal,F,SI1,61.7,55.0,4.35,4.37,2.69,6.194
523,0.23,Very Good,G,VVS2,58.1,59.0,4.09,4.03,2.36,6.082
524,0.53,Ideal,H,SI1,62.2,54.0,5.18,5.23,3.24,7.094
525,0.92,Fair,H,SI2,66.1,57.0,6.22,6.0,4.05,7.733
526,0.31,Premium,J,SI1,61.9,59.0,4.32,4.28,2.66,6.142
527,0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,6.64
528,0.38,Ideal,D,VVS2,61.5,56.0,4.64,4.66,2.86,7.09
529,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,6.851
530,0.71,Premium,I,VVS1,63.0,58.0,5.68,5.66,3.57,7.852
531,0.4,Premium,G,SI1,61.1,61.0,4.76,4.7,2.89,6.802
532,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9.184
533,0.6,Premium,D,SI1,60.4,60.0,5.48,5.44,3.3,7.599
534,0.7,Good,F,SI1,60.0,62.0,5.73,5.83,3.47,7.746
535,1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,8.207
536,0.84,Ideal,J,VS1,62.0,55.0,6.07,6.06,3.76,7.806
537,0.33,Ideal,G,VVS2,61.7,55.0,4.42,4.46,2.74,6.623
538,0.41,Very Good,E,SI1,63.2,56.0,4.74,4.72,2.99,6.923
539,0.28,Premium,H,VVS1,61.5,58.0,4.22,4.17,2.58,6.471
540,1.01,Good,D,SI2,63.6,61.0,6.35,6.33,4.03,8.284
541,0.33,Very Good,I,SI1,61.4,58.0,4.46,4.5,2.75,6.098
542,1.01,Premium,F,SI2,61.9,58.0,6.39,6.34,3.94,8.45
543,0.32,Ideal,G,VS1,60.5,56.0,4.44,4.42,2.68,6.719
544,1.08,Premium,I,SI1,60.5,60.0,6.67,6.61,4.02,8.379
545,0.72,Very Good,H,SI1,61.5,56.0,5.77,5.8,3.56,7.731
546,1.2,Ideal,E,SI1,62.3,55.0,6.78,6.84,4.24,8.864
547,1.01,Premium,H,SI2,60.3,60.0,6.49,6.45,3.9,8.392
548,0.82,Premium,J,SI1,62.2,58.0,5.98,5.94,3.71,7.642
549,0.38,Premium,F,VVS1,61.6,58.0,4.63,4.66,2.86,7.09
550,0.9,Premium,G,SI1,60.6,60.0,6.22,6.15,3.75,8.134
551,0.33,Very Good,J,IF,60.9,54.0,4.47,4.53,2.74,6.271
552,0.33,Ideal,G,VS2,62.2,56.0,4.43,4.44,2.76,6.361
553,1.36,Very Good,D,SI1,59.5,61.0,7.21,7.24,4.3,9.198
554,0.52,Ideal,E,VS2,61.1,57.0,5.18,5.2,3.17,7.432
555,1.5,Good,D,VS2,64.1,54.0,7.17,7.24,4.62,9.49
556,1.13,Ideal,H,SI2,60.6,57.0,6.79,6.77,4.11,8.208
557,1.05,Ideal,F,SI1,62.0,55.0,6.54,6.5,4.04,8.623
558,1.02,Premium,H,SI2,61.1,61.0,6.51,6.48,3.97,8.322
559,0.9,Good,G,SI1,63.7,58.0,6.12,6.09,3.89,8.208
560,1.58,Ideal,H,SI1,61.4,56.0,7.53,7.46,4.6,9.282
561,0.54,Ideal,H,VVS1,61.2,57.0,5.21,5.25,3.2,7.452
562,0.3,Premium,H,VVS1,61.8,58.0,4.32,4.36,2.68,6.528
563,0.3,Premium,F,SI2,61.3,58.0,4.28,4.33,2.64,5.976
564,1.07,Premium,G,VS2,61.9,58.0,6.55,6.54,4.05,8.84
565,0.26,Very Good,E,VS1,60.7,59.0,4.09,4.12,2.49,6.116
566,1.01,Very Good,E,SI1,60.8,59.0,6.43,6.5,3.93,8.743
567,1.72,Premium,H,VS2,59.5,60.0,7.79,7.75,4.62,9.346
568,1.28,Ideal,G,SI1,62.4,58.0,6.89,6.95,4.32,8.911
569,2.04,Ideal,H,SI2,61.2,56.0,8.19,8.25,5.03,9.672
570,0.4,Premium,E,SI1,61.3,59.0,4.74,4.69,2.89,6.851
571,1.08,Very Good,I,SI1,62.2,57.0,6.57,6.54,4.08,8.504
572,0.42,Premium,I,SI2,61.5,59.0,4.78,4.84,2.96,6.314
573,0.39,Premium,E,VVS2,59.5,58.0,4.77,4.74,2.83,7.026
574,1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,8.569
575,0.24,Very Good,F,VS1,63.0,58.0,3.92,3.95,2.48,6.038
576,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.56,4.08,8.686
577,1.54,Premium,F,VS2,62.8,58.0,7.33,7.29,4.59,9.56
578,0.38,Premium,I,VS2,61.8,59.0,4.64,4.61,2.86,6.7
579,0.41,Premium,F,VS1,60.7,56.0,4.82,4.77,2.91,6.981
580,1.01,Very Good,G,SI1,63.4,58.0,6.29,6.4,4.02,8.527
581,0.4,Ideal,G,SI1,60.2,56.0,4.77,4.83,2.89,6.554
582,0.82,Good,F,VS2,60.9,62.2,5.97,6.04,3.66,8.121
583,0.41,Ideal,F,VVS1,62.3,53.0,4.77,4.8,2.98,7.166
584,0.23,Ideal,F,VVS1,62.4,55.0,3.94,3.95,2.46,6.225
585,1.14,Premium,F,SI2,62.9,59.0,6.64,6.62,4.17,8.463
586,0.5,Premium,D,SI1,60.3,58.0,5.12,5.1,3.08,7.268
587,0.56,Very Good,G,VS2,63.4,58.0,5.23,5.28,3.33,7.371
588,0.3,Premium,F,VVS1,61.8,59.0,4.26,4.29,2.64,6.766
589,0.38,Ideal,E,VVS2,62.0,57.0,4.64,4.69,2.89,6.937
590,0.72,Very Good,E,VS2,61.9,56.0,5.75,5.79,3.57,7.857
591,0.52,Ideal,G,VVS2,61.5,56.0,5.2,5.18,3.19,7.607
592,0.31,Premium,D,SI1,61.4,58.0,4.33,4.36,2.67,6.347
593,0.3,Very Good,I,VS1,63.0,53.0,4.26,4.31,2.7,6.159
594,0.71,Ideal,G,SI2,59.5,57.0,5.86,5.78,3.46,7.693
595,1.03,Premium,G,VS2,58.9,59.0,6.65,6.59,3.9,8.737
596,0.51,Ideal,D,SI1,61.5,56.0,5.15,5.16,3.17,7.266
597,1.08,Ideal,F,VS2,61.9,55.0,6.58,6.64,4.09,8.869
598,0.44,Premium,F,VS1,61.9,59.0,4.84,4.88,3.01,6.986
599,0.35,Ideal,J,IF,61.8,53.0,4.58,4.61,2.84,6.344
600,1.5,Very Good,G,VS2,60.5,57.0,7.39,7.43,4.48,9.394
601,1.09,Ideal,E,SI2,61.6,55.0,6.6,6.64,4.08,8.524
602,0.7,Premium,G,VVS2,60.2,61.0,5.74,5.66,3.43,8.006
603,0.31,Good,E,SI1,63.5,55.0,4.31,4.35,2.75,6.299
604,0.7,Very Good,E,SI1,60.3,58.0,5.73,5.85,3.49,7.714
605,1.03,Very Good,G,SI2,59.2,63.0,6.55,6.6,3.89,8.406
606,0.73,Very Good,E,SI1,63.3,60.0,5.65,5.7,3.59,7.833
607,0.6,Premium,D,SI2,61.3,61.0,5.46,5.4,3.33,7.264
608,0.55,Very Good,E,SI1,63.2,58.0,5.21,5.23,3.3,7.231
609,0.5,Ideal,E,SI2,61.1,58.0,5.09,5.13,3.12,7.077
610,0.31,Premium,H,VS2,62.4,59.0,4.31,4.34,2.7,6.192
611,0.58,Ideal,H,VS2,61.8,55.0,5.36,5.39,3.32,7.537
612,1.06,Ideal,I,SI2,62.4,57.0,6.48,6.54,4.06,8.288
613,1.01,Premium,D,SI1,62.8,60.0,6.42,6.36,4.01,8.689
614,1.01,Very Good,F,SI1,63.5,57.0,6.38,6.31,4.03,8.65
615,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,6.417
616,1.45,Very Good,I,IF,60.6,61.0,7.32,7.41,4.46,9.178
617,0.72,Premium,F,VS2,60.8,58.0,5.78,5.74,3.5,7.836
618,1.19,Ideal,H,SI2,62.0,57.0,6.77,6.81,4.21,8.5
619,0.41,Good,E,VS2,63.1,64.0,4.63,4.66,2.93,6.813
620,0.59,Ideal,E,VVS2,61.0,58.0,5.39,5.43,3.3,7.83
621,1.03,Ideal,F,VS2,61.2,54.0,6.56,6.51,4.0,8.842
622,1.0,Very Good,H,VS2,63.3,62.0,6.37,6.29,4.01,8.445
623,2.01,Very Good,F,SI1,63.4,58.0,8.03,7.96,5.07,9.494
624,0.7,Very Good,D,VS1,62.8,59.0,5.63,5.68,3.55,8.085
625,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9.119
626,0.5,Very Good,D,SI1,62.8,53.0,5.04,5.08,3.18,7.27
627,1.1,Very Good,F,VS2,62.8,56.0,6.56,6.59,4.13,8.878
628,0.33,Ideal,E,VS1,61.1,56.0,4.45,4.48,2.73,6.745
629,1.0,Premium,G,SI2,59.1,59.0,6.54,6.5,3.85,8.215
630,2.01,Fair,F,I1,58.7,66.0,8.3,8.19,4.84,8.895
631,0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,7.938
632,0.3,Premium,G,VVS2,62.2,59.0,4.28,4.31,2.67,6.528
633,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94,7.943
634,0.3,Premium,I,SI1,61.6,62.0,4.3,4.27,2.64,6.227
635,1.22,Premium,G,SI2,58.3,61.0,7.0,6.92,4.06,8.601
636,0.54,Very Good,D,SI2,63.2,57.0,5.19,5.16,3.27,7.203
637,0.24,Ideal,G,VVS1,62.4,56.0,3.97,3.99,2.48,6.326
638,0.34,Very Good,G,VS2,63.1,57.0,4.47,4.43,2.81,6.64
639,1.61,Ideal,H,VS2,61.4,57.0,7.52,7.57,4.63,9.31
640,0.31,Good,E,SI1,63.6,57.0,4.28,4.3,2.73,6.299
641,1.33,Premium,H,SI2,61.9,58.0,7.07,7.01,4.36,8.559
642,0.27,Ideal,G,VS2,61.5,55.0,4.18,4.21,2.58,6.194
643,0.4,Ideal,I,IF,62.4,54.0,4.73,4.75,2.96,6.821
644,0.74,Very Good,F,SI1,61.5,58.0,5.82,5.85,3.59,7.857
645,0.78,Ideal,F,SI2,59.7,57.0,6.01,5.98,3.58,7.796
646,1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92,8.499
647,0.32,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,6.926
648,0.52,Very Good,G,SI1,63.3,55.0,5.1,5.07,3.22,7.199
649,1.15,Very Good,D,VS2,61.4,57.0,6.7,6.78,4.14,8.944
650,0.42,Ideal,G,VS2,62.2,54.0,4.8,4.82,2.99,6.742
651,1.05,Premium,H,SI2,61.7,59.0,6.59,6.53,4.05,8.117
652,0.92,Very Good,D,VS1,60.6,61.0,6.21,6.29,3.79,8.557
653,1.21,Premium,F,SI1,61.6,59.0,6.82,6.79,4.19,8.89
654,0.51,Very Good,D,VS1,62.4,58.0,5.13,5.16,3.21,7.522
655,0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,6.599
656,0.7,Premium,F,SI1,60.8,56.0,5.72,5.66,3.46,7.781
657,0.9,Very Good,F,VS1,62.4,59.0,6.1,6.15,3.82,8.509
658,1.25,Very Good,G,VVS1,60.2,58.0,6.97,7.04,4.22,9.358
659,1.03,Very Good,H,SI2,62.8,59.0,6.41,6.46,4.04,8.51
660,0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72,6.299
661,0.49,Very Good,G,IF,59.7,56.0,5.16,5.19,3.09,7.531
662,2.02,Fair,H,SI1,66.3,57.0,7.71,7.79,5.14,9.511
663,0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,6.671
664,0.33,Premium,F,VS2,62.2,58.0,4.43,4.44,2.76,6.501
665,0.41,Very Good,E,VS1,62.2,57.0,4.74,4.78,2.96,6.984
666,1.01,Very Good,F,SI2,63.1,57.0,6.37,6.3,4.0,8.312
667,1.51,Very Good,E,SI1,61.8,57.0,7.36,7.43,4.57,9.156
668,1.07,Ideal,E,SI2,61.2,56.0,6.63,6.66,4.07,8.476
669,0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,7.144
670,1.0,Premium,D,VS2,60.8,61.0,6.41,6.39,3.89,8.821
671,1.52,Very Good,G,VS2,62.1,58.0,7.36,7.43,4.59,9.46
672,1.01,Very Good,H,SI1,61.8,60.0,6.38,6.44,3.96,8.488
673,1.5,Fair,F,SI2,64.7,59.0,7.13,7.05,4.59,8.862
674,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,6.703
675,0.77,Ideal,D,SI1,60.8,57.0,5.9,5.94,3.6,8.104
676,0.7,Very Good,F,SI1,62.8,57.0,5.61,5.66,3.54,7.719
677,0.71,Very Good,I,VS2,61.4,56.0,5.73,5.79,3.53,7.705
678,0.56,Ideal,H,VVS1,62.3,55.0,5.3,5.26,3.29,7.54
679,0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53,8.228
680,0.31,Good,I,VS1,63.9,55.0,4.3,4.28,2.74,6.373
681,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,6.825
682,0.23,Very Good,F,VVS1,59.3,58.0,4.02,4.04,2.39,6.273
683,0.57,Ideal,D,VS2,61.3,56.0,5.35,5.42,3.3,7.842
684,2.05,Premium,F,SI2,60.2,59.0,8.28,8.33,5.0,9.841
685,0.79,Very Good,H,SI1,63.2,59.0,5.87,5.84,3.7,7.887
